,zipcode,Foreign,Uninsured,vehicle,foodStamp,poverty,urban,TeenBirthRate,PrematureBirth,LowBirthWeight
337,11235,18.419673555990133,9.614376829377408,28.478705432559792,41.43947237240692,20.5,1,13.3,10.5,6.5
338,11236,13.139561614808743,9.429379603994043,25.216135312218707,32.76994272806325,14.0,1,13.8,15.0,11.7
339,11237,29.55959611013823,26.373933455046764,69.50778072172257,31.269793956555763,30.8,1,37.1,11.8,6.9
340,11238,8.51052007704845,7.910431174988887,62.81436539778843,44.443621277226256,13.9,1,25.7,10.2,8.2
341,11239,5.895091434071222,5.606352261790184,43.09968469561,51.78055822906641,30.9,1,19.2,14.8,11.2
342,11354,35.28376970504347,21.73831360694096,40.48243114909781,34.86533107888849,21.6,1,11.3,6.7,5.2
343,11355,39.02447944604282,24.23075047544741,41.17613684718164,33.091139610864595,23.1,1,11.4,6.4,5.2
344,11356,22.905142388854745,17.566072526121694,16.44489308984124,30.93218602745339,12.7,1,9.8,8.3,5.8
345,11357,9.480628645660868,7.369010927430653,4.735035774533187,37.224585445375595,5.5,1,2.7,9.4,7.0
346,11358,21.14999599583567,16.25156829769627,14.179187534780187,34.71877419182617,9.9,1,5.9,9.7,7.0
347,11360,11.015588585633642,4.484955202237298,5.200782418593948,43.21818840954995,6.3,1,2.8,8.1,8.5
348,11361,15.783370847827568,9.60030011595389,5.528813093109614,35.53645726758066,7.9,1,4.2,9.5,7.1
349,11362,10.655017034838993,6.698538300912187,4.716438513746693,38.65809429607649,7.2,1,1.5,9.1,6.5
350,11363,9.410056750692886,7.087237693018345,2.0946915351506457,34.961066385112844,8.5,1,1.6,8.8,8.2
351,11364,12.22767195163682,7.6194821489677205,4.37956204379562,37.71529599634995,8.0,1,2.6,7.5,6.9
352,11365,14.89342627249703,9.931192146491249,9.226387264126952,34.59667839612703,13.9,1,7.1,8.1,6.7
353,11366,14.705882352941178,4.493661871528273,5.8641472552532985,31.234866828087174,13.6,1,3.4,7.9,4.9
354,11367,13.039401823594215,7.690504652743595,16.85902275914141,34.59906710732953,13.3,1,9.7,7.9,6.6
355,11368,39.68419748278487,29.465755607087857,57.383379672536286,25.466888530916428,21.7,1,44.0,10.9,6.7
356,11369,26.99680088834836,19.99576976971684,34.38575309387262,29.148930544906534,17.0,1,28.2,10.1,7.4
357,11370,17.392945275076208,8.355349107272463,25.45903664059284,25.170561765132817,17.7,1,14.5,9.3,7.6
358,11372,36.79514576736496,20.0767442948728,48.72442766682903,37.944750347065145,16.5,1,24.2,9.5,6.9
359,11373,35.796348430901716,20.54007617785874,53.77593181474032,32.07439761530181,20.3,1,18.9,10.7,7.3
360,11374,18.691783678576392,10.22521896288058,32.51093939111814,44.652208165345925,15.1,1,5.5,8.2,6.7
361,11375,12.584493879902752,5.718180412878202,31.13958835735517,45.46719318708807,9.7,1,6.1,7.8,6.4
362,11377,34.27263624660277,19.60762738906066,45.48678057753252,34.7732799313403,15.1,1,18.8,10.0,7.4
363,11378,15.518485121731288,13.306281935677788,19.229100824192848,37.589419897805826,10.8,1,12.3,9.8,5.1
364,11379,9.65578404744748,8.214622249320989,12.224507787246544,37.29283299151931,8.7,1,5.5,7.8,5.3
365,11385,21.394574933250784,15.46937275084162,35.77199105847288,33.779940409395195,14.3,1,25.6,10.2,7.3
366,11411,9.626943005181348,8.476683937823834,7.574772431729518,31.26424870466321,3.6,1,11.3,15.6,12.0
367,11412,11.002063382889792,9.928046135125124,12.242593687832679,29.149251362361774,9.4,1,18.1,13.4,11.9
368,11413,10.6630131853205,8.082156490784326,10.655778519145548,28.963207569263915,7.0,1,16.2,12.7,11.3
369,11414,5.055404113711192,6.446702304669522,10.425315265919949,37.09066449534464,10.7,1,8.9,11.4,7.1
371,11415,13.507354464470685,8.012222912782265,35.43859649122807,43.11166355914647,12.1,1,10.7,11.1,7.2
372,11416,20.759652225169468,12.713675213675213,29.28968391802709,26.425729442970823,16.7,1,16.8,11.6,9.6
373,11417,17.65169176485414,11.032701153046437,19.746465138956605,29.18530653392981,15.1,1,18.5,10.9,8.3
374,11418,23.51408238949584,16.07447128395309,28.798923404732534,27.71875313220407,16.5,1,19.6,11.7,9.9
375,11419,23.112970063126912,15.555168273885595,20.466091444238373,24.54010301692421,15.9,1,20.0,12.7,11.4
376,11420,17.939029456566892,11.454232526855133,14.160869565217393,26.35264792577499,13.9,1,14.0,12.5,12.4
377,11421,20.823238965413807,13.788329757042986,24.43249988002112,27.96428324219561,12.9,1,22.2,8.2,6.2
378,11422,13.356082375478929,7.695761494252872,9.745012395230788,28.74161877394636,7.7,1,13.5,14.3,11.6
379,11423,18.609182038148507,10.351003990824246,17.594414471596316,30.27055902963265,10.0,1,13.6,12.0,9.6
380,11426,12.735731078985546,9.254164373968287,6.507177033492822,31.21404632084438,10.7,1,3.1,11.0,12.5
381,11427,12.750098077677519,9.188788631707425,10.767580220423289,32.465890763262294,9.4,1,7.5,13.6,13.2
382,11428,12.545601945683016,10.817794892582086,7.626575518051697,28.202269963518447,10.5,1,11.0,15.5,13.2
383,11429,15.497961778675347,9.805901492202402,10.818827570056982,27.693631025842404,12.0,1,10.5,13.2,11.4
384,11432,24.128868688742546,12.582320749466655,36.680823021161316,28.579599913427945,18.9,1,12.9,11.6,10.1
385,11433,17.960983200299687,15.479929689075872,29.232074671192194,29.96282742126041,18.9,1,29.2,15.0,13.3
386,11434,10.19025634062071,9.076781484331388,17.509700665188472,31.635963125575213,11.8,1,21.0,14.3,11.1
387,11435,25.071581029725646,16.341298349731893,33.71590455090255,32.93421486456001,18.0,1,23.7,11.3,9.6
388,11436,16.353794199443787,10.036750099324593,13.565677732436304,27.284465633690907,13.0,1,17.2,13.9,9.8
389,11501,15.507216280760044,6.2143079638666805,5.360443622920517,37.27546464541585,4.6,1,5.0,11.5,7.3
390,11507,5.7435197817189625,2.878581173260573,1.014760147601476,32.196452933151434,3.1,1,0.0,8.0,4.5
391,11509,1.7604121940747102,4.680120223271791,2.9720279720279716,38.90081580077286,2.0,1,0.0,10.8,2.7
393,11510,7.725143771862217,7.434635679136777,3.254596299161064,31.91142467540168,7.1,1,6.5,13.7,9.2
395,11514,6.779661016949151,5.414924058991855,2.9155787641427326,36.0114461809377,8.7,1,4.3,6.0,6.0
396,11516,11.742620403935785,5.8001035732780934,6.271878646441072,28.61211807353703,4.9,1,9.5,5.7,6.2
397,11518,1.6189167974882257,4.326923076923077,2.4628616106333063,38.38304552590267,2.1,1,4.0,9.5,8.5
399,11520,16.820376684898278,15.273359727212393,5.6071601354620215,30.86481909513239,13.3,1,30.0,13.1,8.4
401,11530,2.1185398587640094,2.4839265010715668,1.6728771902005866,32.51941116537259,3.6,1,0.7,9.9,6.9
402,11542,16.440237028472325,11.280531868767163,5.266642147848474,35.196560196560185,14.5,1,17.1,8.9,6.1
403,11545,3.986135181975736,5.356861509374507,1.6549648946840525,33.448873483535536,2.1,1,0.4,9.4,5.1
405,11548,7.207837648705389,6.438068579426173,3.9145907473309607,16.829951014695588,2.1,1,0.0,3.2,3.2
406,11550,26.775776279061702,19.811369822639087,17.904399899594793,28.681149118396643,19.5,1,43.6,13.9,9.1
407,11552,7.3555309825121835,7.1425646066265305,1.3258541560428354,29.594135233648693,5.5,1,6.7,12.0,7.9
408,11553,21.716360856269112,16.957186544342505,4.05881847106372,23.63149847094801,11.3,1,33.0,15.1,12.5
409,11554,6.766412377780164,5.751047598581714,1.6480715863396955,32.693134200064456,4.6,1,3.5,9.0,7.7
410,11557,4.374641422834194,3.4423407917383817,2.195791399817017,35.87205966724039,4.0,1,2.3,8.5,7.5
412,11558,5.106331851495855,7.545356241739758,7.65733429050012,36.30902318875405,8.9,1,5.8,15.7,12.6
414,11559,7.073142725915719,4.937421058674933,0.9964987880420144,32.16213112871742,6.0,1,2.6,7.2,5.2
416,11560,5.854579792256846,6.074913440352534,0.3145753233135267,36.150456405413905,4.6,1,7.1,11.1,7.6
418,11561,6.991796292350309,8.280950351587473,7.319899244332492,42.342318346473476,7.7,1,8.5,11.5,8.1
420,11563,4.12842002571948,4.296926965544765,3.6774193548387095,36.27777038712252,5.0,1,2.5,10.8,7.9
421,11565,0.2662037037037037,3.6921296296296298,2.7739881764438383,36.62037037037037,2.7,1,4.3,8.8,5.0
422,11566,1.7352185089974297,2.845290955830801,0.9770480430132392,32.677027342837114,3.3,1,1.4,9.9,8.3
424,11568,5.417212756662297,3.298383573612931,0.8496732026143791,22.127566622979465,3.0,1,0.0,14.8,7.4
425,11570,4.278483778174271,2.1301387321122967,4.34326007051234,35.99024141572297,5.3,1,4.6,9.3,7.0
426,11572,3.3213859020310634,3.980201399556238,2.002063983488132,34.961597542242714,5.5,1,2.0,11.0,8.6
428,11575,17.707075585607342,16.14344361265395,3.111333250031238,25.953875875392423,11.7,1,39.7,17.1,10.6
429,11576,4.588170259812051,3.9011292742636026,1.2015569470299543,36.86330253494432,4.5,1,0.8,8.6,5.1
430,11577,7.293606455617629,7.588454376163874,4.2107001321003965,32.79795158286778,4.4,1,1.5,7.5,4.3
431,11579,5.9477379095163805,3.74414976599064,3.229483282674772,38.065522620904844,5.6,1,0.0,7.4,6.4
432,11580,9.641592817973576,7.938638098984244,2.9461044401005303,29.91508364376779,6.1,1,6.5,13.1,9.4
433,11581,8.988134167990284,6.871905073343923,1.7020848020948738,32.04241801364103,5.7,1,4.6,10.8,8.9
434,11590,15.02524716764968,11.866168795349429,3.2933378083571068,29.781049772987647,7.8,1,23.1,12.5,7.6
435,11596,7.160909856781802,3.631938594027895,1.5294117647058825,33.00571000655247,3.8,1,0.0,5.8,6.5
436,11598,3.1903843300192904,1.9142305980115744,0.9506026141571888,28.765395459266948,6.4,1,0.0,10.4,9.8
438,11691,12.450343362177811,9.466325870723368,27.641835841427323,30.59310812059249,23.4,1,26.7,11.3,8.2
439,11692,11.70437561201876,7.802917074679175,28.99971582836033,32.45889810853992,23.4,1,21.5,13.9,11.6
441,11693,5.648448548373679,8.010980783628652,17.537942664418217,39.52250228766326,16.6,1,22.2,12.3,7.5
442,11694,5.3301286582779595,6.3716480512748,13.946488294314385,38.40897309015505,6.7,1,4.3,10.6,7.3
444,11697,0.33095723014256617,1.8075356415478612,1.9230769230769231,38.085539714867615,4.3,1,3.2,12.4,8.9
446,11701,12.615942286506273,13.628771455986351,1.929051369120728,30.39198265752159,8.9,1,29.7,15.2,10.8
448,11702,3.04904357831152,3.3870271825111464,2.2758060146301813,36.42312670789587,4.8,1,6.0,12.0,6.3
450,11703,5.27622970680882,6.148534044099832,2.4298124134458017,33.24448752120184,5.9,1,5.9,15.1,9.0
451,11704,6.796333556896938,7.325434085997466,1.5133637716103217,31.92488262910798,6.0,1,12.0,14.4,8.8
453,11705,2.413655154020536,2.8403787171622876,2.583759227711528,35.27136951593546,5.2,1,4.6,11.3,7.2
454,11706,14.59850792389529,12.04402654541709,4.580944247895571,27.75202695743021,9.5,1,20.6,13.3,8.4
456,11709,1.808747220163084,2.7724240177909563,0.5195599022004891,35.92290585618978,3.5,1,1.5,12.6,6.7
458,11710,1.9209545115585385,3.7285607755406422,1.7387642139462127,33.66442953020134,2.7,1,3.8,9.2,8.0
460,11713,6.233653007846557,7.061900610287705,1.033934252386002,34.74280732345248,19.7,1,31.6,15.1,7.1
462,11714,3.5451068196660134,3.4984606773019866,0.4309537193179689,34.867991417109806,2.7,1,3.2,7.9,6.2
463,11715,0.560161326462021,3.965942191351109,1.6074450084602367,34.86444095899619,3.3,1,4.3,9.1,6.1
464,11716,1.750350070014003,3.2306461292258457,0.9246773261413984,35.597119423884784,5.2,1,6.1,10.6,9.5
465,11717,26.419568607068605,18.304963617463613,3.871373691879719,21.83926715176716,12.4,1,42.0,13.3,7.8
466,11718,0.129366106080207,3.589909443725744,0.98219766728054,35.70504527813713,1.5,1,3.0,7.8,2.2
467,11719,5.6509110113546335,6.627937681542117,0.6138735420503376,31.18563506733562,9.1,1,3.5,7.7,3.8
468,11720,4.288242028935225,5.145196544426327,1.5634476716759889,30.957915553550983,6.2,1,4.8,11.7,7.6
469,11721,1.7514595496246872,2.402001668056714,0.9105691056910568,37.79816513761468,3.2,1,1.4,6.3,3.6
470,11722,22.325333632387576,16.549848603790508,4.9410341699425455,27.021419760008968,13.9,1,39.3,12.8,8.5
471,11724,12.827628738822078,4.532839962997223,0.0,31.88405797101449,3.2,1,0.0,12.1,7.6
473,11725,2.537019426708328,2.805325363401712,1.4927445671040755,33.018611601684555,4.2,1,1.3,10.5,7.2
474,11726,23.127997049059392,13.53282921431206,3.20030479093247,27.559018812246407,7.9,1,35.8,16.0,8.8
476,11727,7.35420381744931,6.043193976619773,2.8552368245497,36.229443233604115,6.0,1,11.9,13.2,8.1
477,11729,5.668045842334591,7.231518435795103,2.199457667972281,32.84024751931457,5.9,1,10.4,12.5,7.2
478,11730,1.2845849802371545,3.1338226990400906,1.4108009708737863,31.38057594579334,6.7,1,2.9,13.6,9.2
480,11731,2.847728877382913,3.836196752176983,1.3806021923130292,33.80291160945433,3.4,1,3.8,6.6,4.3
481,11732,1.4782157676348546,2.1265560165975104,1.88470066518847,38.58921161825727,3.1,1,0.0,8.9,3.8
482,11733,6.711017740429505,3.028711484593837,0.7866507747318237,32.97735760971055,2.3,1,2.4,11.4,7.6
484,11735,5.583998095011312,4.2892010953684965,2.3628989596191152,33.432551494225514,4.8,1,6.9,11.3,6.6
485,11738,6.6912755610242,9.24591316575848,0.7589487992750341,30.052147418995727,4.0,1,8.6,11.7,5.5
486,11740,1.6419077404222049,3.093934993856808,0.3328213005632361,36.06612308723333,3.2,1,2.0,5.3,4.4
487,11741,2.283155305950152,5.175641449179605,1.090438219859606,33.325991997944435,2.6,1,2.5,12.2,7.3
488,11742,2.9241547365214737,5.475175144684738,1.3072855464159812,34.77002741395066,5.6,1,2.1,10.1,6.5
489,11743,3.9006842068138536,4.161670311067221,2.067917871318665,35.367143965578045,6.3,1,3.8,9.5,6.6
491,11746,10.297835868866509,9.77787300907078,1.8675772868755856,29.862152703378328,9.1,1,13.4,10.0,6.9
492,11747,2.5024919993704424,1.3692880751272232,1.0286638927415626,36.65075284612559,4.5,1,2.1,11.5,7.1
493,11749,10.182143923559273,9.853687667960584,2.3028209556706964,28.635413556285464,3.7,1,17.7,12.3,13.2
494,11751,3.081115070215888,3.5771676098651577,0.2442333785617368,35.60399636693914,5.5,1,4.4,10.4,7.0
496,11752,1.364213197969543,3.5532994923857872,2.189012839402231,31.271150592216586,5.8,1,4.7,14.7,8.8
497,11753,7.032875572201415,2.4719101123595504,0.8627841380454622,34.540158135663745,4.0,1,0.0,11.1,8.4
498,11754,1.4000108950264205,3.1759002015579885,2.770663562281723,35.599498828784654,4.1,1,3.1,8.6,7.9
500,11755,4.0547063555913105,5.301689460981496,2.2391615054787994,33.29847144006436,7.9,1,0.8,12.9,8.1
501,11756,3.7276691517794345,3.0993576217939705,1.476679272465334,31.394476485206546,3.4,1,3.8,10.6,7.6
502,11757,8.760430415426947,8.84096552649829,3.1703247336670515,33.310216773673964,6.2,1,7.7,12.5,6.6
504,11758,3.138597098072057,4.0980174406961725,1.9287941411065188,32.995321232864235,4.6,1,2.6,9.3,7.7
506,11762,1.0718487211886194,2.8451919306348312,0.8433079434167573,31.741536316500373,2.1,1,0.4,8.7,5.9
508,11763,5.859565854679975,7.028687094297481,1.6648491457651762,32.43875200670063,10.2,1,9.1,12.6,7.4
509,11764,2.693783576362241,1.3814274750575597,0.0,32.80122793553338,4.7,1,2.8,15.0,10.6
511,11765,5.466666666666668,2.533333333333333,3.7900874635568513,34.8,5.3,1,,50.0,50.0
513,11766,0.7372976438531815,1.8512582144574448,0.4343293954134816,34.10803013303414,6.5,1,0.7,11.5,5.7
515,11767,3.388284355248583,3.4469277383201926,0.6427915518824611,31.758649899003057,4.0,1,2.0,11.7,9.8
516,11768,1.590643274853801,2.839766081871345,0.34310361729242234,36.94970760233918,4.4,1,0.9,8.0,4.3
518,11769,1.5311996315910659,4.8238544784711035,0.9638554216867472,39.21252590375317,2.7,1,1.8,9.2,5.7
520,11771,5.751744554874182,4.1975047578769304,0.6349206349206349,36.7836751956016,2.8,1,2.8,9.9,7.5
522,11772,9.535176712419599,10.82598413014168,3.9390030406339265,36.65760449130252,11.2,1,17.9,11.2,7.7
524,11776,8.405819121054432,6.248338207923425,1.8236612317440692,31.256884567174378,7.5,1,9.6,10.7,5.7
525,11777,8.97521768251842,3.7061844161643225,3.864851725814293,38.58004018754186,5.5,1,4.7,8.6,6.7
527,11778,2.0398251578436133,7.042253521126762,1.3205282112845138,34.288489558037874,5.2,1,5.7,8.7,5.5
529,11779,4.71589118790043,6.3071105976263,2.0037204358224816,33.45236844869237,6.4,1,7.2,12.9,9.0
530,11780,1.947594336600679,3.6325197001729768,0.6339581036383682,33.801012236530205,3.5,1,1.7,12.9,9.2
532,11782,1.2902384986315651,2.274208262739476,2.009314703925482,34.96025022807246,3.8,1,1.9,12.2,6.8
534,11783,1.4755074920954956,2.5890115932731517,0.9180207472688882,32.24579572011181,2.6,1,1.8,8.0,4.9
535,11784,3.953488372093023,5.878764773160503,0.8028408213679172,30.423179565383148,6.2,1,9.2,13.0,7.8
536,11786,2.8585673923882333,2.393219212232009,2.8169014084507045,29.74904437427289,3.8,1,2.9,10.7,10.0
538,11787,1.7813540510543842,2.788568257491676,1.220358588779641,33.29356270810211,4.0,1,1.6,11.4,7.8
540,11788,5.216467795339539,3.1986006122321484,1.9305993690851733,34.65358905478853,3.1,1,1.7,9.4,7.3
541,11789,2.414045354791514,4.584247744452573,3.3412887828162283,34.66227749329432,9.3,1,2.5,10.2,6.7
543,11790,11.108086033215356,2.924040294037572,0.6019325201964201,24.775387966240128,6.9,1,0.3,10.9,6.7
545,11791,6.243111321051803,3.4285939222169737,1.829952524816573,31.75484175720359,4.1,1,0.4,9.0,7.4
547,11792,2.6683320086294997,3.1565799931872376,0.0,34.25684114908595,3.9,1,4.5,7.8,4.1
549,11793,1.5517350357120283,1.9625813791795717,1.5300267754685708,32.7476139308514,2.1,1,1.4,11.5,7.9
551,11795,1.1699142326390262,4.323939765226672,0.6341687041564792,31.433540176277614,5.1,1,1.8,10.2,6.4
553,11796,1.6974169741697416,3.690036900369003,3.678551216751557,30.84870848708487,3.4,1,5.5,12.7,7.6
554,11797,3.3583381419503757,0.7616849394114252,0.2686727565824825,34.26428159261397,3.1,1,0.0,11.0,6.4
555,11798,11.36778542339559,12.95464120207836,6.165818617180486,26.471001263867432,15.0,1,42.3,18.3,11.8
556,11801,10.959644339645813,5.826148895930048,2.8285181733457594,31.061331761353866,4.8,1,8.3,11.4,8.8
557,11803,5.387694378520067,2.1430342531259963,0.7872867764980317,33.32506818745351,2.7,1,1.1,10.1,8.9
558,11804,2.7730375426621157,4.138225255972697,0.8091993185689949,34.62030716723549,3.3,1,0.0,17.3,11.3
559,11901,15.686472648881702,15.838049043384533,3.9102287440656016,33.71395850175155,11.8,1,29.5,12.2,7.5
561,11933,2.843216896831844,5.307338207419441,2.7035523420308083,37.015976171134575,6.5,1,27.5,6.2,5.0
563,11934,2.9335313776457483,5.285307587572719,2.529644268774704,30.01609110038371,4.3,1,12.8,10.3,7.0
565,11935,4.6453232893910865,3.3270558694287513,3.1437125748502988,39.13998744507219,4.8,1,6.7,13.2,5.7
567,11937,12.166021450783779,10.357301516786189,0.7719027402547279,41.68940788221109,10.1,1,20.9,8.4,5.1
569,11939,1.6465422612513718,7.025246981339188,3.0769230769230766,50.05488474204172,3.1,1,,27.3,0.0
571,11940,0.01928268414963363,6.864635557269572,0.0,36.48283841110683,4.6,1,0.0,7.5,5.0
573,11941,7.160253287871408,7.4037993180711155,1.1225444340505144,38.188017535314174,9.4,1,8.5,6.9,4.0
575,11942,1.1552988224838925,4.954454565652077,3.070175438596491,37.480559875583204,2.8,1,5.8,10.1,3.6
577,11944,7.604562737642587,11.596958174904945,3.961661341853035,42.46673003802282,16.3,1,30.6,15.4,6.4
579,11946,15.942452347914992,18.900167969035273,3.6573217589298417,39.779449353684356,7.5,1,12.2,10.7,6.2
581,11948,0.0,10.075566750629724,0.0,36.775818639798494,2.4,1,27.0,8.3,4.2
583,11949,1.3450834879406308,3.584680625496952,0.0,32.81208587331037,5.6,1,2.9,12.1,7.1
585,11950,5.139671649105612,10.849056603773585,4.948710840033268,29.23915706934575,14.1,1,16.0,13.5,10.1
586,11951,3.0732860520094563,11.741528762805359,1.9246063305233017,34.16433841965757,15.3,1,23.6,12.6,9.8
588,11952,2.0492651624922376,7.327675429517697,0.48721071863581,37.71475884909957,3.5,1,2.1,12.3,6.6
590,11953,2.35249906050357,5.005636978579481,0.99304865938431,39.52649379932357,12.6,1,18.4,12.4,8.9
592,11954,6.210826210826211,8.376068376068375,2.9533372711163617,43.36182336182336,11.5,1,10.3,10.4,4.2
594,11955,5.707346690953248,9.077109896782028,2.3515579071134627,47.63205828779599,4.4,1,10.1,14.4,9.2
595,11958,19.58568738229755,21.84557438794727,4.0740740740740735,47.080979284369114,0.0,1,,16.7,11.1
597,11961,3.3696498054474713,3.1439688715953302,2.7369692090963977,41.891050583657595,7.3,1,17.3,11.8,6.2
599,11963,10.998509687034275,12.518628912071536,2.905701754385965,41.639344262295076,4.2,1,8.3,9.6,6.8
601,11964,4.507291206363235,4.021210782147592,0.0,39.15156871409633,1.4,0,0.0,8.3,8.3
602,11965,0.8605851979345954,3.0981067125645443,0.0,41.13597246127367,0.0,0,,9.1,0.0
603,11967,6.362278316160417,8.495805722603134,2.9643796318431748,29.532309342321984,10.3,1,19.3,12.5,8.0
605,11968,10.465333582507943,10.484021678190992,2.8212520593080725,41.216595028966545,8.4,1,6.7,11.0,7.5
607,11971,1.0589536905326378,3.7142405563458194,3.3832140533506827,41.34660976766239,4.3,1,6.1,11.3,7.0
609,11976,14.377133105802047,11.348122866894196,0.0,40.01706484641638,6.7,1,0.0,8.8,11.8
611,11977,4.0037243947858485,5.400372439478584,0.0,37.89571694599628,8.5,1,9.0,15.4,11.5
613,11978,7.9436258808456115,7.110826393337604,2.8188865398167726,40.3267136450993,9.7,1,19.4,12.9,5.2
615,11980,5.8362989323843415,4.822064056939502,1.4084507042253522,31.33451957295373,5.0,1,21.6,12.0,8.7
617,12008,6.666666666666668,1.7543859649122806,0.0,34.385964912280706,1.2,1,,16.7,16.7
618,12009,2.972872538089929,3.691316734794996,1.2251899044351875,37.297163384119905,5.3,1,2.7,3.1,4.7
620,12010,1.4728870670788898,5.870705526800292,7.627050173709298,40.62597700350853,19.3,1,36.7,9.8,6.2
622,12015,0.43146365748423504,4.447394623299037,0.9188361408882084,34.91536674410886,11.5,1,17.5,19.5,7.3
624,12018,1.2858290918832038,3.5494240557192613,4.4483101391650095,38.38735601392981,3.2,1,5.1,10.3,5.4
626,12019,1.904296875,1.6322544642857144,0.31419594401599543,39.794921875,3.3,1,2.0,8.7,4.5
628,12020,1.6674736714683454,3.9734898922648583,1.568970545348498,39.06609369325747,7.6,1,13.4,9.9,6.8
630,12022,0.0,5.616605616605617,1.3404825737265416,48.473748473748465,4.6,0,53.8,13.8,6.9
631,12023,0.8438818565400843,5.110173464603844,5.236139630390143,37.88091889357712,7.1,0,5.7,10.9,7.3
632,12025,0.23826979472140766,5.31524926686217,0.06985679357317501,41.29398826979472,10.4,0,12.9,4.3,4.3
633,12027,0.5126890540886951,2.127659574468085,0.0,37.40066649577031,0.6,1,4.9,11.4,6.8
635,12028,4.653679653679653,1.8398268398268403,4.690431519699811,35.930735930735935,2.7,0,7.4,16.7,16.7
636,12029,1.7055655296229804,3.8599640933572714,0.0,36.7145421903052,12.4,0,,20.0,13.3
637,12032,1.1002444987775062,4.400977995110026,4.3604651162790695,46.45476772616136,7.6,0,,17.4,17.4
638,12033,0.2155992390615092,8.027901077996196,1.5421430470619517,38.782498414711476,2.9,1,7.0,8.2,6.1
640,12035,0.0,4.16141235813367,0.0,37.957124842370746,20.7,0,,2.9,8.8
641,12037,2.238805970149253,8.115671641791044,0.8172043010752689,41.95429104477611,9.1,0,8.3,4.7,6.3
642,12041,0.0,1.9867549668874172,0.0,46.13686534216336,1.4,0,,18.2,0.0
643,12042,0.0,14.465408805031444,0.0,53.459119496855344,15.1,0,,0.0,12.5
644,12043,1.4582098399525785,5.5008891523414345,4.5330088226346215,35.15115589804386,14.2,1,5.0,9.3,6.6
646,12046,1.4492753623188406,3.2091097308488616,0.0,40.57971014492754,5.8,0,,6.7,6.7
647,12047,2.0281883808869026,5.966704316652753,4.018471212418944,41.90443451357855,13.7,1,29.6,10.3,7.5
649,12051,4.804104477611941,1.9434079601990049,1.9013666072489603,22.2636815920398,6.2,1,6.2,12.2,9.2
651,12052,2.051282051282051,9.038461538461537,2.1013597033374536,42.24358974358975,10.7,0,8.3,12.8,7.7
652,12053,0.9942004971002486,4.68102734051367,0.0,31.13090306545153,4.9,0,8.7,10.4,7.8
653,12054,3.0447691680735867,1.996856261279618,0.7246376811594203,39.715899167491415,3.8,1,3.5,10.6,8.0
655,12056,0.0,4.708333333333333,0.6612784717119765,32.625,5.7,1,4.1,10.2,4.1
657,12057,0.18912529550827425,0.9929078014184398,3.523809523809524,38.156028368794324,7.4,0,19.0,6.5,3.2
658,12058,0.5995203836930456,4.496402877697841,0.0,33.752997601918466,9.7,0,6.5,5.3,2.6
659,12059,0.8069522036002483,4.034761018001241,0.0,41.4649286157666,7.6,0,5.8,12.5,5.0
660,12060,0.9312320916905444,7.234957020057307,1.8461538461538465,44.69914040114614,9.4,0,0.0,14.3,7.1
661,12061,3.039422208847427,3.099608787240445,0.5350659277660997,38.12819741197713,2.2,1,7.9,9.1,6.0
663,12062,0.0,7.200460829493087,2.705749718151071,37.557603686635936,5.9,0,15.6,6.5,4.3
664,12065,4.858121557191131,4.892838957552192,1.0953329292579443,40.66796278294681,5.8,1,3.7,9.8,7.7
666,12066,0.0,4.690831556503198,0.5208333333333333,40.29850746268657,6.8,0,4.9,8.3,6.7
667,12067,0.0,0.6531678641410843,0.0,36.38145003265839,3.5,0,7.6,5.6,5.6
668,12068,2.3722018042098227,6.615436017373872,2.1587743732590527,39.79284998329435,7.5,1,13.4,13.6,4.9
671,12070,0.3168567807351077,2.091254752851711,1.1406844106463878,40.24081115335868,20.8,1,31.4,15.8,18.4
673,12072,2.2159690467815687,13.295814280689411,3.931623931623931,33.90784382694337,22.1,1,18.3,10.9,7.8
675,12074,0.9279881217520416,3.6005939123979216,2.155172413793104,42.35337787676317,7.4,0,7.9,10.7,8.0
676,12075,7.44975744975745,12.335412335412336,1.04675505931612,35.96673596673597,10.8,0,0.0,13.6,12.2
677,12076,1.3944223107569718,13.479415670650727,2.1487603305785123,39.7742363877822,9.1,0,0.0,0.0,4.3
678,12077,2.4623803009575917,5.2287581699346415,0.0,37.69569843441252,7.3,1,1.3,9.3,5.3
680,12078,0.4372930287849197,9.302029379298633,6.998158379373849,42.14995329880275,23.5,1,41.7,11.1,7.9
682,12083,0.7623196297304655,1.7968962700789546,1.3118664281454981,40.51184317996188,4.4,0,5.7,14.0,7.0
683,12084,20.632911392405067,4.282700421940929,2.155688622754491,42.17299578059072,9.2,1,3.7,11.3,10.3
685,12086,0.0,6.238185255198487,0.4329004329004329,45.746691871455575,11.0,1,24.4,17.1,12.2
687,12087,0.0,4.889298892988928,0.0,31.273062730627302,3.4,0,0.0,33.3,16.7
688,12090,0.7505589268604279,5.812839348450974,1.5699658703071673,37.35228361545832,13.0,1,6.1,20.4,12.9
690,12092,2.0804438280166435,3.883495145631068,0.0,46.3245492371706,11.4,0,9.0,3.4,3.4
691,12093,0.4589787722317842,9.63855421686747,0.4398826979472141,39.81640849110729,14.5,0,13.9,5.9,8.8
692,12094,0.0,4.514308746473196,0.0,34.784361144699716,8.2,0,23.5,7.1,7.1
